property_id,date_posted,days_on_zillow,price,description,beds,baths,year_built,latitude,longitude,lot_size,living_area,address_street,address_city,address_state,address_zipcode,reso_has_garage,reso_has_attached_garage,reso_garage_parking_capacity,reso_parking_capacity,reso_attic,reso_stories,reso_basement_yn,reso_has_cooling,reso_has_heating,reso_is_new_construction,reso_elementary_school,reso_middle_or_junior_school,reso_high_school,reso_tax_annual_amount
3232534,2022-05-24,1053,165000,"This 3 bedroom ranch in an established neighborhood is located close to schools, busline, and shopping.  New carpet throughout, you enter via the large living room, with adjacent kitchen with breakfast bar, gas stove, dishwasher, and pantry closet.  The full bath with vinyl floor and dual vanity is conveniently located  near the three bedrooms.  This home has hot water heat and window AC, plus a one car attached garage with work bench and washer/dryer hookups.  Off the back of the garage is a 3 seasons sunroom with vinyl flooring and electric heat.  Out back enjoy the large fenced yard with deck and shed.  Seller is offering a one year Cinch Home Warranty for the Buyer.",3,1.0,1958,40.09395,-88.26074,10660.0,1436.0,1804 McDonald Dr,Champaign,IL,61821,True,1.0,1.0,1,,1.0,1.0,1.0,1.0,0.0,Unit 4 Of Choice,Champaign/Middle Call Unit 4 351,Central High School,3270.0
3197892,2022-05-27,1028,900000,"A TRULY SPECTACULAR HOME IN LINCOLNSHIRE FIELDS WITH 214'  OF GOLF COURSE FRONTAGE!   Hallbeck built, one owner, mostly brick with over 5,430 sq. ft. on main and second floor, 2,570 in basement with 1,400 sq. ft. finished.  Exquisite leaded glass double front doors.  The living room is open above with additional space for a full sized piano and has one of three fireplaces.  The very large family room with stone fireplace and study with beautiful built-in office cabinets with sound system BOTH feature stunning vaulted, cedar ceilings.  The kitchen has high end appliances, double Gaggenau ovens, Sub Zero refrigerator, double Bosch dishwashers with second in butler's pantry.  Breakfast room with octagon tray ceiling.  The large dining room is amazing with 15' ceiling. Primary bedroom on main floor with walk-in closet and huge bathroom, walk-in double shower and Jacuzzi soaking tub.  There are two additional half baths on the first floor, one off the kitchen and one near utility room. Upstairs is a second bedroom en-suite.  There is an outdoor balcony with knock out view of the 17th hole connecting the second and third bedrooms.  The fourth bedroom and third full bathroom is there ready for another user.  Light woodwork throughout.  In the finished basement there is a family room with another fireplace and built-in, high end Alno cabinet wall with wet bar and space for refrigerator.  Another finished room would work for theatre room, exercise room, or fish tanks with floor drain.   There is a half bath and plumbing could be expanded in second utility room for  another bathroom.  Lots of unfinished space for storage.  The house has a extensive security system owned by seller that has alarms for motion,  smoke, glass breakage, and sump pumps.  Roof replaced 4/5 years ago, whole house generator replaced 1.5 years ago.    Two new furnace and ACs and another new in 2016.  Lower county taxes.  Three car garage.  This home sits on large .74 acre lot and is within a few minutes to University of Illinois campus, shopping, dining, parks and schools.    This is an outstanding property!",4,6.0,1993,40.09511,-88.30598,32234.0,5430.0,1809 Cobblefield Ct,Champaign,IL,61822,True,1.0,3.0,3,,2.0,1.0,1.0,1.0,0.0,Unit 4 Of Choice,Champaign/Middle Call Unit 4 351,Centennial High School,18782.0
3238411,2022-06-15,755,245000,"Wow!  711 W Green is a 5 bedroom, 2 full bath home with an unfinished basement, located just one block from the University of Illinois! Add this property to your rental property portfolio and enjoy the cash flow! This well-cared-for home has many original characteristics of an old home,  such as the beautiful fireplace with original mantle and tile surround (now decorative), and craftsman-style woodwork, but also modern efficiencies including dual pane vinyl windows.  Leased through July 2024.  Renters pay all utilities.",5,2.0,1903,40.110363,-88.21728,6098.0,2046.0,711 W Green St,Urbana,IL,61801,False,0.0,,2,,2.0,1.0,1.0,1.0,0.0,Leal Elementary School,Urbana Middle School,Urbana High School,9413.0
3220056,2022-06-23,1053,90000,"Your next home or addition to your rental property portfolio is 1909 Joanne Lane!  It is a five-bedroom, two-full-bath property that rents to long-term renters for $1300 per month until 9/30/2023. The attached garage has been converted to additional living space.  At over 1700 square feet of living space, it's a great property. Renters pay all utilities except sewer.",5,2.0,1956,40.136066,-88.272156,6098.0,1711.0,1909 Joanne Ln,Champaign,IL,61821,False,0.0,,2,,1.0,0.0,1.0,1.0,0.0,Unit 4 Of Choice,Champaign/Middle Call Unit 4 351,Central High School,2174.0
3239713,2022-06-30,1047,320000,"GREAT REDUCED PRICE... IN THE HEART OF URBANA...absolutely prime location on a historic street in the mature State Street neighborhood! Minutes to the University of Illinois, Carle and Blair parks, downtown Urbana, Farmer's Market and all schools. This two story home features extensive updating that blends charm and character with modern updates. A spacious three bedroom home remodeled in 2016 features a complete new kitchen with extra-tall cabinets,  gorgeous backsplash, newer Samsung appliances and beautiful refinished wood floors throughout the home. Newer first floor half bath, large laundry rm. includes W/D with many shelves/cabinets &  large windows. An air-lock entry door, large foyer, formal dining room with two built-in corner china cabinets. Gorgeous spacious living room features a gas log fireplace and a original built-in white shelve. On the second level are 3 large bedrooms, all with walk-in closets & many windows. Updated full bath offers double sinks, newer lighting, flooring, tiled wall & a soak in tub with shower. Partially finished basement offers a full bath, den with carpet flooring (could be used as bedroom) and plenty of storage space. Radon Mitigation System is in place; newer A/C unit, updated wiring, newer furnace & WH. Two car detached garage, large, private  backyard with spacious deck & much more. Location, Location... You don't want to miss this amazing updated home and now at a much reduced price! Schedule your showing today!!",3,3.0,1931,40.100426,-88.211136,6969.0,1700.0,303 W Pennsylvania Ave,Urbana,IL,61801,True,0.0,2.0,2,,2.0,1.0,1.0,1.0,0.0,Leal Elementary School,Urbana Middle School,Urbana High School,4492.0
89043911,2022-07-21,1076,415000,"Beautiful home featuring 5 bedrooms and 3 1/2 baths in Jacobs Landing. This property offers a sleek design with an abundance of natural light, hardwood floors, lake views and a finished basement. Primary suite is spa-like with a door-less walk in shower and double vanity. First floor bedroom/flex space. 2nd floor laundry. Very nice garage space with additional rear overhead door. Covered rear patio overlooking the water. Champaign address in Mahomet School District.",5,4.0,2018,40.101665,-88.32931,9600.0,2168.0,1413 Jacobs Blvd,Champaign,IL,61822,True,1.0,3.0,3,,2.0,1.0,1.0,1.0,0.0,Mahomet Elementary School,Mahomet Junior High School,Mahomet-Seymour High School,10472.0
89048786,2022-08-05,843,1150000,"Luxurious 2-Story Lakefront Haven Awaits You!    Discover the epitome of modern elegance in this breathtaking 5-bedroom, 4.5-bathroom new construction masterpiece nestled on the pond at Wilshire.  With unparalleled craftsmanship and meticulous attention to detail, this home offers a lifestyle of comfort and opulence.  If you've been searching for the perfect blend of modern luxury and natural beauty, this is the one. Don't miss the opportunity to own this 2-story masterpiece with an awe-inspiring 2-story design and a plethora of features that will make you fall in love at first sight.    Experience the perfect blend of practicality and sophistication as this home offers a main-level bedroom suite, ideal for visiting guests or a home office, while three generously-sized bedrooms, including a luxurious master suite, await you on the second level. The basement extends the options with another comfortable bedroom.  The heart of this home is the exquisite kitchen, featuring top-of-the-line appliances, quartz countertops, and a remarkable 5x10 walk-in pantry that is a true game-changer for organization and culinary creations.    The finished basement is an entertainer's dream with a fabulous rec room and a full second kitchen.  Your outdoor gatherings and celebrations will have the perfect setting from the large screened-in porch with the pond's stunning fountain in the background.    Parking is a breeze with the 3-car attached garage that provides space for your vehicles and additional storage.    Don't say we didn't warn you, this home is love at first sight!",5,5.0,2022,40.071877,-88.25941,14374.0,3859.0,604 Cayman Way,Savoy,IL,61874,True,1.0,3.0,3,,1.0,1.0,1.0,1.0,1.0,Champaign Elementary School,Champaign Junior High School,Champaign High School,18.0
3234385,2022-09-01,1025,720000,"Luxury living at its best in the highly desirable neighborhood of Devonshire South where a balanced blend of comfort and subdued elegance captures the essence of home.  With over 7500 square feet this one of a kind all brick home will fascinate and surprise at every opportunity. The welcoming wrap around porch is a true focal point where countless hours will be spent during the warmer months.  Off the entry are the dining room and the study both with so much versatility. The floor to ceiling windows letting in all the natural light make the two story kitchen a favorite place to gather.  Eat in kitchen not only has an abundance of prep space but wonderful storage for all those appliances you want hidden away.  Step down living room with the soaring 10' high ceiling includes an extended bay window area,  fireplace, built in bookcases, and cabinetry.  The main level features a front and rear staircase along with a 1/2 bath plus a fourth full bath. On the upper level are a total of six bedrooms and three full baths. The master suite with a sitting area, walk in closets and a very chic updated bath you won't want to miss. The guest suite has its own private bath and if you won't be using the rest of the rooms for sleeping think of the home office space, craft, or flex rooms.  Skylights and a vaulted beamed ceiling in the loft area make it inviting.  Finishing off the second floor is the highly functional laundry room that features a sink and cabinets, giving the home a high level of organization and ease.  A walk up stairway to the attic is perfect for storage. Retreat to the finished basement to enjoy a movie or to play some games. Situated on over an acre lot this well designed private backyard oasis is filled with tons of fun!  The above ground pool is surrounded by new decking, an expansive back deck and a paver patio.  Finish off your day relaxing in the screened porch. Three car garage with workshop and numerous amenities throughout. Such a rare find in the heart of Champaign.",6,5.0,1986,40.076717,-88.26301,46173.0,5722.0,1105 Galen Dr,Champaign,IL,61821,True,1.0,3.0,3,,2.0,1.0,1.0,1.0,0.0,Unit 4 Of Choice,Champaign/Middle Call Unit 4 351,Central High School,24869.0
3222609,2022-09-15,1053,90000,"Your next home or addition to your rental property portfolio is 1005 N Prospect, Champaign.  This conveniently located, turn-of-the-century home has been updated to include four bedrooms and two full baths, as well as a modern kitchen.  The large unfinished basement with laundry hook-ups provides plenty of storage, and there are several parking spaces available on the back drive.  With low property taxes, this home is a great investment.  Currently rented to a long-term renter on a month-to-month basis for $1000.  Call now to make an appointment to see it today!",4,2.0,1909,40.12582,-88.2583,6969.0,1331.0,1005 N Prospect Ave,Champaign,IL,61820,False,0.0,,2,,1.0,1.0,1.0,1.0,0.0,Unit 4 Of Choice,Champaign/Middle Call Unit 4 351,Central High School,873.0
89054599,2022-09-23,1039,624535,"Don't miss your opportunity to be the first owner of this stunning new construction home filled with exquisite detail & quality finishes throughout this 2-story home in The Trails at Abbey Fields Subdivision! Stepping inside, you are immersed in a beautifully choreographed space with abundant natural light, an open floorplan, and gorgeous hardwood floors.   The living room, breakfast area, and kitchen are the perfect combination of space for daily living and entertaining.  The front flex room would make the perfect formal dining room.  The drop zone off of the 3-car attached garage is the perfect landing spot for your stuff.  Upstairs, the master bedroom will feel warm and cozy with neutral carpeting and boasts an attached full bath and walk-in closet.  Three additional bedrooms, two full baths and a spacious laundry room complete the upper level.  Take advantage of the additional living space in the basement featuring a large ""L"" shaped rec/family room with a wet bar, a full bath, and the fifth bedroom.  This home has everything you could need and every space has been designed with comfort and elegance in mind.",5,5.0,2022,40.105846,-88.32618,,2681.0,4804 Oakdale Dr,Champaign,IL,61822,True,1.0,3.0,3,,2.0,1.0,1.0,1.0,1.0,Unit 4 Of Choice,Champaign/Middle Call Unit 4 351,Centennial High School,39.0
3235408,2022-09-29,1049,265000,"Wow, this sprawling four-bedroom home offers so many spaces to entertain and enjoy. The family room, breakfast area, and kitchen are the perfect combination of space for your day-to-day living, while the formal living room and dining room lends itself to gatherings with friends and family.  Relax from the day in the back sitting room boasting a vaulted beamed ceiling with views of the private backyard.  Your guests will appreciate the first-floor bedroom.  The primary suite with a full bath along with two additional bedrooms and another full bath complete the upper level.  The private & secluded first-floor office with a separate entrance is perfect for those with a home business. You will love entertaining in the fully fenced backyard with a patio.  This property is loaded w/ potential and located in a great location; close to Urbana Country Club, dining, shopping and easy access to I-74.  New roof in '19, new A/C in Aug. '22.  Call today to schedule your private showing.",4,3.0,1969,40.130177,-88.201416,,2916.0,1808 Golfview Dr,Urbana,IL,61801,True,1.0,2.0,2,,1.0,1.0,1.0,1.0,0.0,Urbana Elementary School,Urbana Middle School,Urbana High School,7857.0
3200338,2022-10-14,1084,329000,"Welcome to Lake Park Subdivision. Located just 2 miles south of the University of Illinois campus, this unincorporated Champaign neighborhood offers lake access to all residents, along with access to acres of wooded common space and walking trails. This late 1960s ranch offers stepless accessibility throughout. It features an exceptionally versatile floor plan with 4 or 5 bedrooms and 3 full baths, ideal for home office, long term guests, or multigenerational housing. Many rooms have full-length windows for excellent natural light. A large 3-season sunroom offers additional living space with views of the oversized backyard. The foyer, living room, kitchen, and dining area all feature newer wood laminate flooring. The 5th bedroom is located at the opposite end of the house from the others, behind the garage. It offers its own outside access and an adjoining full bath. The home features 2 HVAC systems for zoned efficiency. Both furnaces are Lennox high efficiency units, new in 2014. A/C units are older. Roof was replaced in 2020. All windows are modern vinyl replacements. **See 3D virtual tour!**",5,3.0,1965,40.062237,-88.2398,14025.0,2692.0,44 Maple Ct,Champaign,IL,61822,True,1.0,2.0,2,,1.0,0.0,1.0,1.0,0.0,Unit 4 Of Choice,Unit 4 Of Choice,Central High School,4368.0
2061090779,2022-10-17,1088,340332,"Welcome to ""The Zelda"" floor plan, a stunning new construction home in the Boulder Ridge subdivision! This 2-story home features 4 bedrooms and 2 1/2 bathrooms featuring stunning granite countertops, walk-in pantry, eat-in kitchen with island, living room with fireplace, hardwood floors, and partial brick exterior. Stainless steel appliances. The unfinished basement will be ready to finish out to suit your needs if desired. Second-floor master suite with walk-in closet and shower. Three additional bedrooms, a full bath, and a laundry room complete the upper level. Yard will be sodded, brick edging, tree, and mulch. Conveniently located near I-72, Sunset Ridge Park, and Parkland College. Call today to preview this new home, and make your move to Boulder Ridge!  Current photos are of a different property with the same floor plan.  Contact your agent for finished materials and colors.",4,3.0,2022,40.13387,-88.30488,6600.0,1911.0,3808 Obsidian Dr,Champaign,IL,61822,True,1.0,2.0,2,,2.0,1.0,1.0,1.0,1.0,Unit 4 Of Choice,Champaign/Middle Call Unit 4 351,Centennial High School,1108.0
3199880,2022-10-17,965,540000,"BACK TO THE MARKET! Positioned in a rural subdivision in South Champaign is a true Masterpiece for your viewing. This easy living home sits on 1.37 acres on a cul-de-sac lane. This home has been brought back to the studs and completely rebuilt, and not a detail was missed. Every room offers upgraded materials and design. Even if you could find the large lot near town, you could not rebuild this home for what it's offered at. Over 3700 sq ft of above grade luxury living. First floor offers a large family room, formal dining room, a second living area, and a flex room that could be an office or bedroom. The kitchen is one of the main highlights of the home. Wall to wall Custom built cabinetry with an oversized island, all covered with high end quartz tops.  That's not it though, the Signature design move is the The Exposed brick wall with arched windows that run from the countertop to the vaulted exposed beam ceilings! There is also a 700 sq ft recreational room with entries that empty onto an oversized patio off the rear of the home. A full size bathroom connects the patio and the rear making it a great place to entertain and offer another full size changing room for your future inground pool. Upstairs is home to 4 oversized bedrooms with plenty of closet room. The master is a story in itself. It's exactly what a master suite is supposed to be, a true escape and retreat. The bathroom reflects that of a spa and offers trendy gold accents, with navy cabinets. An oversized stand alone soaking tub and separate tiled shower. Overall the home presents itself as a great place to entertain, and spill across the main floor. It's a place for families to grow and run with the oversized yard. All without sacrificing the luxury amenities we are accustomed to. This subdivision also allows additional garages, pool houses, and sheds. There are not too many subdivisions that will allow those extras on your lot. Summer Field is less than 2 miles (5 minutes) from all of the food and luxuries SW Champaign offers. Conveniently located with quick access to the University of Illinois, and a few minutes to Interstate 57. Improvements include, but are not limited to: Brand new architecturally shingled roof, siding, double hung windows, exterior doors/garage door, and landscape. Mechanicals have been improved with new high efficiency heating/cooling systems, water heater, adn everything else you lay your eyes on. Electrical, plumbing have all been touched and improved.",5,4.0,1995,40.05543,-88.323784,59677.0,3736.0,4310 Summer Field Rd,Champaign,IL,61822,True,1.0,2.0,2,,2.0,1.0,1.0,1.0,0.0,Champaign Elementary School,Champaign Junior High School,Centennial High School,6630.0
2061016008,2022-10-18,1021,395900,"High Efficient HVAC, Water Heater, Low-E Windows, 2x6"" exterior walls, Energy Star appliances, Programmable thermostat,  R49 ceiling Insulation &   Air-Sealed Building Envelope; Broker has ownership interest.",4,4.0,2022,40.13387,-88.30488,4860.0,1983.0,4506 Legends Dr,Champaign,IL,61822,True,1.0,2.0,2,,2.0,1.0,1.0,1.0,1.0,Champaign Elementary School,Champaign Junior High School,Champaign High School,12021.0
3225759,2022-10-20,1074,190000,"Tons of space in the 1.5-story home located just north of Hessel Park.  The front porch begs you to sit and stay a while.  The first floor provides an ideal layout of big, bright, cohesive spaces that combine charm and updates including the updated kitchen offering an abundance of oak cabinets.  The main floor full bathroom has also been updated.  The addition of the family room gives extra space to play and has access to the back deck.  The dedicated front office will allow you to get the necessary work done.  Spacious first-floor bedroom with abundant natural light, plus two additional bedrooms and a full bath complete the upper level.  The majority of the home is hot water heat.  The unfinished basement provides great storage space.  Have a vision that will allow you to update to taste - this could be your dream home!  Home being sold as-is. Call today to schedule your private showing!",3,2.0,1908,40.10558,-88.25098,9815.0,1690.0,507 W Charles St,Champaign,IL,61820,True,0.0,1.0,1,,2.0,1.0,0.0,1.0,0.0,Unit 4 Of Choice,Champaign/Middle Call Unit 4 351,Central High School,4750.0
3235584,2022-10-21,1022,65000,Great Starter home or investment property.  Cute little 2br 1ba home. It comes with a nice wooden wheelchair ramp installed up front and a big yard out back. Call today to add this one to your portfolio or make it your own!,2,1.0,1953,40.12244,-88.22765,8276.0,663.0,1404 W Beech St,Urbana,IL,61801,False,0.0,,2,,1.0,0.0,1.0,1.0,0.0,Martin Luther King Jr Elementary,Urbana Middle School,Urbana High School,1442.0
3223563,2022-11-02,872,95000,"If you are looking for a project to make a house a home, then this is the one for you! The original house is 2 bedrooms, 1 bath with many updates. Off the kitchen there is an additional 683 square feet of space to be completed. The renovation currently has framing, concrete and plumbing roughed in. There is space to expand the kitchen, add another bedroom and bath along with space for another living room. New tankless water heater and furnace, new interior paint. Conveniently located near park, shopping, downtown and more! Schedule your showing today! Pre-inspected!",2,1.0,1950,40.11425,-88.26765,6534.0,1478.0,303 S Russell St,Champaign,IL,61821,False,0.0,,1,,1.0,0.0,1.0,1.0,0.0,Unit 4 Of Choice,Champaign/Middle Call Unit 4 351,Central High School,2625.0
3218385,2022-11-03,1067,190250,"Do you want to live in a move-in ready home that has been well-maintained and comes with many updates? This 4 Bedroom home is spacious, with 2044 square feet of living space, and it also comes with a new detached garage, newer A/C, Furnace, Roof & some electrical.. The kitchen is a cooks delight, with lots of cabinetry and prep space. And if you need more storage space or parking for an additional car, the detached garage has got you covered. You will love the wood floors that are believed to be under the carpet on the main floor. The extra large corner lot gives you plenty of space to entertain or just relax and enjoy the day. With 4 oversized bedrooms, this house can accommodate your whole family comfortably. Schedule your showing today as this beauty will not last long!",4,2.0,1954,40.115223,-88.17398,14810.0,2044.0,303 Dodson Dr W,Urbana,IL,61802,True,1.0,2.0,2,,1.0,1.0,1.0,1.0,0.0,Thomas Paine Elementary School,Urbana Middle School,Urbana High School,1188.0
72580887,2022-11-15,1077,340000,"You'll love calling this one home, from the location near Sunset Park with basketball court, tennis court, soccer field, and a play ground to the natural light and finished basement. The front porch is welcoming and adds to the curb appeal. With colder temps coming you'll appreciate the ease of using a remote to fire up the gas log fireplace. Newer laminate flooring in most of the home. Kitchen with island, pantry and desk area has been updated with painted cabinets and new tile floor. House has been painted and trim on first level. Master bath has double sinks, jetted tub, separate shower & walk in closet. Finished area in basement is  family room, 4th bedroom and full bath. Fenced backyard has Southern exposure and patio.",4,4.0,2007,40.13045,-88.31122,7405.0,1968.0,3907 Brookfield Dr,Champaign,IL,61822,True,1.0,2.0,2,,2.0,1.0,1.0,1.0,0.0,Unit 4 Of Choice,Champaign/Middle Call Unit 4 351,Centennial High School,6343.0
3241612,2022-11-21,1014,230500,"If you have been looking for a home in a great neighborhood with room for the entire family then look_x000d_
no further! This 5 bedroom 2 bath, bi-level home sits in a quiet neighborhood close to schools and shopping.  When you walk in the front doors you are greeted with a tiled foyer complete with coat closet. To the right is the 2 car garage with_x000d_
workshop nook area. To the left is the access to both levels of the home. Upstairs you will find a freshly_x000d_
painted living room and hallway along with kitchen (all appliances stay), master bedroom, full bath and_x000d_
two more bedrooms. Don’t forget to notice that there are a lot of hardwood floors running thru the_x000d_
house on this level!  Going down to the basement level you will find another large entertaining area complete with built-ins for books, a gas fireplace, and wet bar area! This level also houses the huge utility/laundry room, the 2nd full bath and two more bedrooms. This one wont last long! Call today for your private showing!",5,2.0,1972,40.085674,-88.19698,8276.0,2476.0,906 Scovill St,Urbana,IL,61801,True,1.0,2.0,2,,2.0,1.0,1.0,1.0,,,,,2823.0
338405842,2022-11-30,1085,405000,"WOW! Talk about a gorgeous home with great curb appeal! As you pull up to this property you will instantly fall in love even before entering. But, the inside will not disappoint either! From the beautiful fireplace with bench seating, to the spectacular waterfall island, to the upgraded light fixtures and oversized, black-trim windows, this home will take your breath away! The first floor offers a spacious living room that opens up to a dining area and kitchen with pantry, a flex room that would be the perfect space for an office, and a conveniently located mud room with attached half bath. Upstairs you will find the primary suite with a double vanity & gorgeous walk-in shower, plus 3 other nicely sized bedrooms and the laundry room. Who doesn't love a 2nd floor laundry room?! The unfinished space in the basement has endless potential and could easily be finished to your liking. So many upgrades to this modern-designed home that you don't want to miss out on. Call today to schedule a private showing!",4,3.0,2021,40.057518,-88.266815,9147.0,2348.0,306 Harpers Ferry,Savoy,IL,61874,True,1.0,2.0,2,,2.0,1.0,1.0,1.0,0.0,Unit 4 Of Choice,Champaign/Middle Call Unit 4 351,Central High School,3614.0
3241649,2022-12-07,1088,209000,"This 1800 square foot ranch has been recently remodeled and features both a living room and family room with a fireplace. The backyard is large, fenced in, and also includes a nice stained deck with sliding doors from the dining room and family room. The backyard has also been graded and seeded. The kitchen has beautiful cabinets and counter tops. All appliances are stainless steel. There are two skylights in the dining room for more natural light. The 3 bedrooms are spacious. The main bathroom has been remodeled. All walls and ceilings have been freshly painted. The outside of the home has also been painted. All new light fixtures have been installed. New carpet.",3,2.0,1964,40.08758,-88.19674,9583.0,1843.0,905 E McHenry St,Urbana,IL,61801,True,1.0,1.0,1,,1.0,1.0,1.0,1.0,0.0,Yankee Ridge Elementary School,Urbana Middle School,Urbana High School,4530.0
3238626,2022-12-08,1040,190000,"Immediate income potential or make it your own! Prime location just minutes from the University of Illinois quad and two blocks from Krannert Center. Previously rented as a group house. This 5 bedroom, 2 bathroom furnished home with full basement offers plenty of room both inside and out with original hardwood flooring, updated main bath, new kitchen flooring, and fenced yard (perfect for vet students)! Current lease through 23-24 school year at $2100/month! New roof in 2020. Take a look at this outstanding opportunity today!",5,2.0,1903,40.108852,-88.21645,6534.0,1738.0,703 W Illinois St,Urbana,IL,61801,False,0.0,,3,,2.0,1.0,1.0,1.0,0.0,Urbana Elementary School,Urbana Middle School,Urbana High School,5213.0
3239308,2022-12-12,1028,225000,"Fantastic opportunity for a near-campus single-family home or investment property. This home has a brand-new kitchen with new granite counters, cabinets, and appliances. The air conditioner is just 2 years old and the water heater is one year old. It is located near the University of Illinois campus and close to the bus line, dining, and shopping areas. This property has four bedrooms, one on the main floor level and three on the upper level. Both bathrooms have also been updated. A nice deck is on the back of the home overlooking the yard. The garage is being sold in as is condition.",4,2.0,1918,40.104164,-88.21734,5923.0,1643.0,1006 S Busey Ave,Urbana,IL,61801,False,0.0,,3,,2.0,1.0,1.0,1.0,0.0,Leal Elementary School,Urbana Middle School,Urbana High School,5538.0
3229817,2022-12-13,1060,165000,"3BR/1.5BA ranch style home in Holiday Park Subdivision. Many updates including flooring, light fixtures, some plumbing and electrical, counter tops and paint. In addition to the master bedroom with attached 1/2 bath, this home offers a living room, eat-in kitchen with pantry closet, a family room with wood burning fireplace, plus a convenient separate laundry room. Enjoy a spacious fenced back yard with concrete patio, movable deck floor and shed for additional storage. Replacement windows throughout the home, and attached, one car garage.  Available for quick possession.",3,2.0,1969,40.106358,-88.29946,6969.0,1238.0,3206 W William St,Champaign,IL,61821,True,1.0,1.0,1,,1.0,1.0,1.0,1.0,0.0,Unit 4 Of Choice,Champaign/Middle Call Unit 4 351,Centennial High School,3267.0
89048342,2022-12-13,1057,430000,"Find all of the comforts and modern conveniences in this meticulously maintained 5 Bedroom 3.5 bathroom home. This home features hardwood flooring throughout the first floor, gas log fireplace, formal dining room, split staircase, extensive chefs kitchen with gas range and nice stainless appliances, custom window shutters and drapes, fenced yard with patio and pergola, 2nd floor laundry-conveniently located close to 4 bedrooms,  master suit with vaulted ceilings, massive walk-in closet, beautiful bathroom with double vanities, soaker tub and separate shower. The basement features a full bathroom, large recreation/family room, custom built bar, and the 5th bedroom. Tons of storage in the basement utility room plus a 4th car/boat stall!! Never worry about anything with a back-up sump pump system, irrigation system, radon mitigation system, security system, and even a hard-lined whole house generator! What more could you need?!",5,4.0,2012,40.09778,-88.33266,10000.0,2371.0,1607 Sandcherry Ct,Champaign,IL,61822,True,1.0,4.0,4,,2.0,1.0,1.0,1.0,0.0,Unit 4 Of Choice,Champaign/Middle Call Unit 4 351,Centennial High School,10536.0
3224029,2022-12-13,1014,750000,"This beautiful historic home combines classic style with modern living. The traditional entry will welcome you and your guests into this one of a kind residence. The main floor features a bright spacious living room, perfect for entertaining, with two sets of French doors, original crown molding, and gas fireplace. Through the French doors is a year-round, heated indoor spa concrete pool. Adjacent to the living room is a comfortable family room with sliding French doors that open to an expansive terrace with gazebo.  The kitchen has been modernized with a Subzero refrigerator, Thermador cooktop and Bosch oven, and ample storage. The large dining area, surrounded by natural light, is perfect for dining with family and friends.  The main floor also includes a half bath and library, with gas fireplace and built-in bookshelves.  The library is a perfect place to work from home or relax with an after-dinner drink.      Four spacious bedrooms are located on the second floor. The master bedroom suite features a spa bathroom with walk-in shower, double-sided fireplace, soaking tub, and private commode space. Adjacent to the master bath is a sunroom that could be an ideal place to unwind, watch tv, or exercise. The second bedroom has a beautiful updated bathroom.  The third and fourth bedrooms share a bathroom.  A fifth bedroom/bathroom was previously located on the third floor.  The floor is now renovation-ready, a great space for guests or an office. The large basement is unfinished with an abundance of storage space.        This amazing location borders Trevett-Finch Park with one of the most famous climbing trees in all of Champaign County. It is also close to Downtown Champaign and the University of Illinois campus.      - Weil McLain boiler and hot water heater installed 2019. Home heated with hot water radiators. Carrier infinity air conditioning system installed 2020. Fred's Plumbing and heating.    - Ductwork replacement, HEPA air filtration, whole house Dehumidifier installed 2017. Rose Heating and air conditioning.    - New roof installed 2017. New plywood, underlayment and copper gutters Original ceramic tiles reinstalled. Renaissance roofing St. Louis.    - Irrigation system updated control panel and rain sensor 2022. Tri-county irrigation.      - New pool control panels, filter pump, and auto cover 2022.  Imperial Pools",4,4.0,1914,40.115982,-88.2588,17859.0,4537.0,909 W University Ave,Champaign,IL,61821,False,0.0,,6,,3.0,1.0,1.0,1.0,0.0,Unit 4 Of Choice,Champaign/Middle Call Unit 4 351,Central High School,20226.0
2060397597,2022-12-15,1022,148000,"TWO BEDROOM 2 AND 1/2 BATHROOMS, FULL UNFINISHED BASEMENT  WITH CONCRETE POURED WALLS. MAIN FLOOR CONSISTS OF A LARGE LIVING ROOM, WHICH FLOWS INTO A DINING AREA AND  KITCHEN WITH APPLIANCES,..UPPER LEVEL CONSISTS OF TWO BEDROOMS WITH BATHROOM OFF OF EACH AS WELL AS A LAUNDRY ROOM WITH WASHER AND DRYER IN THE HALLWAY.. A ONE CAR ATTACHED GARAGE COMPLIMENTS THIS TWO STORY TOWNHOME IN WEST CHAMPAIGN.  THE UTILITIES ARE ON..CHECK IT OUT TODAY  PROPERTY IS BEING SOLD IN THE ""AS IS"" CONDITION..  DO YOUR INSPECTIONS BEFORE MAKING AN OFFER   """"WE ARE CURRENTLY IN A MULTIPLE OFFER SITUATION AND THE DEADLINE FOR INITIAL OFFERS IS 11:00 AM ON 4/7/2023""""",2,3.0,2006,40.13035,-88.307106,,1130.0,1411 Myrtle Beach Ave #1,Champaign,IL,61822,True,1.0,1.0,1,,,1.0,1.0,1.0,0.0,Champaign Elementary School,Champaign/Middle Call Unit 4 351,Centennial High School,4298.0
